record_id|financial_year|constituency|ward|project_name|project_category|project_description|approved_budget_zmw|amount_disbursed_zmw|amount_spent_zmw|project_status|completion_percentage|approval_date|completion_date|beneficiaries|contractor|source_title|source_url|date_accessed|notes
LCC-CDF-PROJ-2025-011|2025|Kabwata|Kamwala Ward|Supply And Installation Of Solar Street Lights Along Paul Ngoza Road|Roads and drainage|Supply And Installation Of Solar Street Lights Along Paul Ngoza Road|1530900|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-012|2025|Kabwata|Kabwata Ward|Supply And Installation Of Solar Street Lights Along 9th Street|Roads and drainage|Supply And Installation Of Solar Street Lights Along 9th Street|693000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-013|2025|Kabwata|Kabwata Ward|Paving Of Recently Built Maternity Wing Kabwata Clinic|Roads and drainage|Paving Of Recently Built Maternity Wing Kabwata Clinic|385000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-014|2025|Kabwata|Kabwata Ward|Construction Of A Drainage From Site And Service Richard Kachungwe - 400m|Roads and drainage|Construction Of A Drainage From Site And Service Richard Kachungwe - 400m|997859|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-015|2025|Kabwata|Kabwata Ward|Paving Of The Road 11th Street|Roads and drainage|Paving Of The Road 11th Street|1273389|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-016|2025|Kabwata|Libala Ward|Supply And Installation Of Solar Street Lights Richard Kachungwe - 400m|Roads and drainage|Supply And Installation Of Solar Street Lights Richard Kachungwe - 400m|321930|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-017|2025|Kabwata|Libala Ward|Supply And Installation Of Solar Street Lights 17th Street|Roads and drainage|Supply And Installation Of Solar Street Lights 17th Street|856800|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-018|2025|Kabwata|Libala Ward|Paving The Walkways From Yotamu Muleya21st Street Traffic Lights To Chilimbulu Road (One Side Only)- 350m|Roads and drainage|Paving The Walkways From Yotamu Muleya21st Street Traffic Lights To Chilimbulu Road (One Side Only)- 350m|502321|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-019|2025|Kabwata|Libala Ward|Rehabilitation Of The Stage Ii Playpack Stage Ii Playpack|Other community infrastructure|Rehabilitation Of The Stage Ii Playpack Stage Ii Playpack|1485000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-020|2025|Kabwata|Chilenje Ward|Completion Of Mapoloto Police Post Mapoloto Police Post|Public safety|Completion Of Mapoloto Police Post Mapoloto Police Post|600000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-021|2025|Kabwata|Chilenje Ward|Installation Of Solar Lights (Flood Lights) Chilenje Market|Markets and commerce|Installation Of Solar Lights (Flood Lights) Chilenje Market|714546|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-022|2025|Kabwata|Chilenje Ward|Supply And Installation Of Solar|Other community infrastructure|Supply And Installation Of Solar|355320|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-023|2025|Kabwata|Chilenje Ward|Supply And Installation Of Solar Street Lights Of Through Level 1 Hos[Ptal Entrance Road.|Roads and drainage|Supply And Installation Of Solar Street Lights Of Through Level 1 Hos[Ptal Entrance Road.|696780|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-024|2025|Kabwata|Chilenje Ward|Construction Of A Drainage System Along Chilala Road - 480m|Roads and drainage|Construction Of A Drainage System Along Chilala Road - 480m|1195527|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-025|2025|Kabwata|Kamulanga Ward|Paving Of The Road (Jackson Sikuyuba Road)|Roads and drainage|Paving Of The Road (Jackson Sikuyuba Road)|1900000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-026|2025|Kabwata|Kamulanga Ward|Completion Of Maternity Wing At Lilayi Clinic Lilayi Clinic Phase Ii|Health|Completion Of Maternity Wing At Lilayi Clinic Lilayi Clinic Phase Ii|1300000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-027|2025|Kanyama|Chinika Ward|Rehabilitation of Chi Road to Junk CITY 700m|Roads and drainage|Rehabilitation of Chi Road to Junk CITY 700m|1680243|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-028|2025|Kanyama|Chinika Ward|Rehabilitation of Our Old Lady Road-300m|Roads and drainage|Rehabilitation of Our Old Lady Road-300m|738802|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-029|2025|Kanyama|Chinika Ward|Rehabilitation of Reformed Church -300m|Other community infrastructure|Rehabilitation of Reformed Church -300m|738802|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-030|2025|Kanyama|Munkolo Ward|Rehabilitation of Nsanje Road -1800m|Roads and drainage|Rehabilitation of Nsanje Road -1800m|1994224|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-031|2025|Kanyama|Makeni Villa Ward|Rehabilitation of the Road from Munjile Market to the shalom Road 800m|Roads and drainage|Rehabilitation of the Road from Munjile Market to the shalom Road 800m|545988|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-032|2025|Kanyama|Makeni Villa Ward|Rehabilitation of Nalutete Road 800m|Roads and drainage|Rehabilitation of Nalutete Road 800m|545988|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-033|2025|Kanyama|Makeni Villa Ward|Rehabilitation of UCZ to Kanyama West Road -1000m|Roads and drainage|Rehabilitation of UCZ to Kanyama West Road -1000m|776771|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-034|2025|Kanyama|Kanyama Ward 13|Rehabilitation of Mukwas Road -1100m|Roads and drainage|Rehabilitation of Mukwas Road -1100m|829305|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-035|2025|Kanyama|Harry Mwaanga Nkumbula Ward|Rehabilitation of Chibolya Police Road 1500m|Roads and drainage|Rehabilitation of Chibolya Police Road 1500m|1039441|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-036|2025|Kanyama|Harry Mwaanga Nkumbula Ward|Rehabilitation of chishala Road 1100m|Roads and drainage|Rehabilitation of chishala Road 1100m|770855|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-037|2025|Kanyama|Harry Mwaanga Nkumbula Ward|Rehabilitation of Estima Road -1100m|Roads and drainage|Rehabilitation of Estima Road -1100m|824568|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-038|2025|Kanyama|Kanyama Ward 13|Construction of Terraces at Twashuka Ground|Community and recreation|Construction of Terraces at Twashuka Ground|1068530|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-039|2025|Kanyama|Garden Park Ward|Completion of Maternity Wing at Dumbo Clinic|Health|Completion of Maternity Wing at Dumbo Clinic|1157020|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-040|2025|Kanyama|Garden Park Ward|Construction of Police Post in Garden Ward|Public safety|Construction of Police Post in Garden Ward|1150000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-041|2025|Kanyama|Harry Mwaanga Nkumbula Ward|Construction of a Strong Room at Chibolya School|Education|Construction of a Strong Room at Chibolya School|375441|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-042|2025|Kanyama|Munkolo Ward|Installation of street light along Linda Market|Roads and drainage|Installation of street light along Linda Market|950000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-043|2025|Kanyama|Garden Park Ward|Procurement of Nata Private School and Upgrading it to a Standard Government School|Roads and drainage|Procurement of Nata Private School and Upgrading it to a Standard Government School|800000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-044|2025|Kanyama|Makeni Villa Ward|Procurement of a Tractor and Trailer|Equipment and vehicles|Procurement of a Tractor and Trailer|1015882|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-045|2025|Lusaka Central|Silwizya Ward|Construction of a 1x2 Science Laboratory Phase 2|Education|Construction of a 1x2 Science Laboratory Phase 2|988500|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-046|2025|Lusaka Central|Silwizya Ward|Procurement of 90 Desks for Northmead 1x3|Education|Procurement of 90 Desks for Northmead 1x3|207000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-047|2025|Lusaka Central|Silwizya Ward|Procurement of 90 Desks for Thornpark Primary 1x3|Education|Procurement of 90 Desks for Thornpark Primary 1x3|207000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-048|2025|Lusaka Central|Silwizya Ward|Procurement of Northmead Lab seaters|Other community infrastructure|Procurement of Northmead Lab seaters|160000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-049|2025|Lusaka Central|Silwizya Ward|Procurement of Northmead Lab Office Equipment|Other community infrastructure|Procurement of Northmead Lab Office Equipment|80000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-050|2025|Lusaka Central|Silwizya Ward|Procurement of Northmead Library furniture|Education|Procurement of Northmead Library furniture|200000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-051|2025|Lusaka Central|Independence Ward|Construction of a 1X3 CRB-Phase 2|Education|Construction of a 1X3 CRB-Phase 2|845500|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-052|2025|Lusaka Central|Independence Ward|Procurement of 90 Desks for Jacaranda 1x3 CRB|Education|Procurement of 90 Desks for Jacaranda 1x3 CRB|207000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-053|2025|Lusaka Central|Independence Ward|Construction of a Ward at Sikanze Hospital|Health|Construction of a Ward at Sikanze Hospital|2100000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-054|2025|Lusaka Central|Kabulonga Ward|Construction of a Maternity Wing-Phase 2|Health|Construction of a Maternity Wing-Phase 2|987500|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-055|2025|Lusaka Central|Kabulonga Ward|Construction of a mortuary walkway (approx 80m)|Roads and drainage|Construction of a mortuary walkway (approx 80m)|475000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-056|2025|Lusaka Central|Kabulonga Ward|Procurement of 180 Desks for 1x6 CRB|Education|Procurement of 180 Desks for 1x6 CRB|414000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-057|2025|Lusaka Central|Kabulonga Ward|Procurement installation and commissioning of an incinerator|Health|Procurement installation and commissioning of an incinerator|2300000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-058|2025|Lusaka Central|Kabulonga Ward|Painting of Prince Takamado School|Education|Painting of Prince Takamado School|300000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-059|2025|Lusaka Central|Kabulonga Ward|Procurement of 3 (1x6 Mortuary refrigeration units)|Health|Procurement of 3 (1x6 Mortuary refrigeration units)|1574944|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-060|2025|Lusaka Central|Lubwa Ward|Construction of an Ablution Block at Nyumba Yanga Secondary School- Phase 2|Education|Construction of an Ablution Block at Nyumba Yanga Secondary School- Phase 2|564000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-061|2025|Lusaka Central|Lubwa Ward|Rehabilitation of road Off-Manenekela road|Roads and drainage|Rehabilitation of road Off-Manenekela road|900000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-062|2025|Lusaka Central|Lubwa Ward|Rehabilitation of Lubwa Clinic road|Roads and drainage|Rehabilitation of Lubwa Clinic road|1540000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-063|2025|Lusaka Central|Lubwa Ward|Rehabilitation of Inonge Wina road|Roads and drainage|Rehabilitation of Inonge Wina road|1650000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
